,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
4917,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Women's Street Footwear,40,275,110000,44000,In-store
4918,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40,225,90000,36000,In-store
4919,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Apparel,55,350,192500,77000,In-store
4920,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Apparel,50,200,100000,30000,In-store
4921,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,80000,32000,In-store
4922,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,275000,96250,In-store
4923,Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Women's Street Footwear,32,61,1952,897.92,Online
4924,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Men's Street Footwear,50,600,300000,105000,In-store
4925,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,350,157500,55125,In-store
4926,Foot Locker,1185732,2021-09-06,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,40000,16000,Outlet
4927,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Women's Street Footwear,27,60,1620,648,Online
4928,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Men's Apparel,38,47,1786,821.56,Online
4929,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Women's Apparel,51,91,4641,2506.14,Online
4930,Foot Locker,1185732,2021-09-06,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32,23,736,331.2,Online
4931,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32,65,2080,894.4,Online
4932,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Men's Street Footwear,40,500,200000,70000,In-store
4933,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,250,87500,26250,In-store
4934,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,51,1479,621.18,Online
4935,Foot Locker,1185732,2021-09-06,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,28,1092,578.76,Online
4936,Foot Locker,1185732,2021-09-06,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,75,26250,9187.5,Outlet
4937,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Women's Street Footwear,30,200,60000,18000,In-store
4938,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Men's Street Footwear,36,125,4500,2025,Online
4939,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Women's Apparel,55,325,178750,71500,In-store
4940,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Men's Apparel,40,175,70000,24500,In-store
4941,Sports Direct,1185732,2021-09-06,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,52500,15750,In-store
4942,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32,94,3008,1594.24,Online
4943,Foot Locker,1185732,2021-10-06,Midwest,Illinois,Chicago,Men's Apparel,50,44,2200,1034,Online
4944,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Women's Street Footwear,27,50,1350,607.5,Online
4945,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,46,1334,626.98,Online
4946,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Men's Apparel,36,53,1908,858.6,Online
4947,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Women's Apparel,60,325,195000,78000,In-store
4948,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Men's Street Footwear,70,725,507500,126875,Outlet
4949,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Men's Street Footwear,36,155,5580,3069,Online
4950,Foot Locker,1185732,2021-10-06,Midwest,Nebraska,Omaha,Women's Street Footwear,25,75,18750,6562.5,Outlet
4951,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Men's Apparel,65,575,373750,130812.5,In-store
4952,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Women's Apparel,56,91,5096,2598.96,Online
4953,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Men's Athletic Footwear,75,600,450000,90000,Outlet
4954,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Women's Street Footwear,75,600,450000,112500,Outlet
4955,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Women's Athletic Footwear,75,475,356250,89062.5,Outlet
4956,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Men's Apparel,40,175,70000,21000,In-store
4957,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Women's Street Footwear,30,200,60000,21000,In-store
4958,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,325,113750,45500,In-store
4959,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Men's Street Footwear,40,575,230000,92000,In-store
4960,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Men's Athletic Footwear,55,625,343750,120312.5,In-store
4961,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Women's Athletic Footwear,74,133,9842,3739.96,Online
4962,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Women's Street Footwear,50,600,300000,75000,In-store
4963,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Women's Athletic Footwear,50,575,287500,86250,In-store
4964,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Men's Apparel,83,88,7304,2191.2,Online
4965,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Women's Apparel,97,169,16393,8524.36,Online
4966,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Women's Street Footwear,71,180,12780,4600.8,Online
4967,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Men's Athletic Footwear,72,156,11232,3481.92,Online
4968,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Men's Street Footwear,67,210,14070,5628,Online
4969,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Women's Apparel,100,650,650000,260000,Outlet
4970,Foot Locker,1128299,2021-10-06,West,Hawaii,Honolulu,Men's Apparel,85,350,297500,44625,Outlet
4971,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Men's Street Footwear,60,875,525000,236250,In-store
4972,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Women's Apparel,70,725,507500,253750,In-store
4973,West Gear,1185732,2021-10-06,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,175,52500,18375,In-store
4974,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Women's Apparel,69,181,12489,7743.18,Online
4975,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Men's Apparel,62,150,9300,4557,Online
4976,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Women's Athletic Footwear,49,144,7056,2892.96,Online
4977,Foot Locker,1185732,2021-10-06,Midwest,Nebraska,Omaha,Women's Street Footwear,23,21,483,217.35,Online
4978,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Women's Street Footwear,48,150,7200,2736,Online
4979,Foot Locker,1185732,2021-10-06,Midwest,Illinois,Chicago,Men's Apparel,55,175,96250,33687.5,Outlet
4980,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Men's Street Footwear,59,263,15517,8689.52,Online
4981,West Gear,1185732,2021-10-06,Northeast,New York,Albany,Men's Athletic Footwear,54,175,9450,4536,Online
4982,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Athletic Footwear,13,132,1716,737.88,Outlet
4983,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Street Footwear,13,128,1664,615.68,Outlet
4984,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Street Footwear,19,115,2185,1070.65,Online
4985,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Apparel,24,132,3168,1172.16,Outlet
4986,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Apparel,32,190,6080,3283.2,Outlet
4987,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Men's Apparel,65,500,325000,113750,Online
4988,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Women's Apparel,70,675,472500,236250,Online
4989,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Apparel,40,575,230000,115000,In-store
4990,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Apparel,38,150,5700,3420,Online
4991,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Apparel,34,108,3672,1652.4,Online
4992,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Athletic Footwear,19,108,2052,1046.52,Online
4993,Foot Locker,1185732,2021-11-06,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,0,0,0,Outlet
4994,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Athletic Footwear,20,400,80000,32000,In-store
4995,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Street Footwear,28,182,5096,2598.96,Online
4996,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Apparel,35,400,140000,49000,In-store
4997,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Athletic Footwear,18,132,2376,950.4,Outlet
4998,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Women's Street Footwear,20,425,85000,29750,In-store
4999,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Men's Athletic Footwear,41,138,5658,2602.68,Online
5000,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Women's Street Footwear,49,142,6958,3757.32,Online
5001,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Women's Athletic Footwear,49,140,6860,3498.6,Online
5002,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Athletic Footwear,25,400,100000,35000,In-store
5003,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Street Footwear,30,650,195000,78000,In-store
5004,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Men's Apparel,62,150,9300,4371,Online
5005,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Women's Apparel,64,196,12544,7777.28,Online
5006,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Athletic Footwear,24,112,2688,1317.12,Online
5007,West Gear,1185732,2021-11-06,West,Utah,Salt Lake City,Men's Street Footwear,21,208,4368,1878.24,Outlet
5008,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Men's Street Footwear,49,232,11368,6025.04,Online
5009,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Men's Street Footwear,50,800,400000,160000,Online
5010,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,500,250000,100000,Online
5011,Foot Locker,1185732,2021-11-06,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,Outlet
5012,Foot Locker,1185732,2021-11-06,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27,0,0,0,Online
5013,Foot Locker,1185732,2021-11-06,Midwest,Illinois,Chicago,Women's Apparel,43,77,3311,2152.15,Online
5014,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,550,247500,86625,Online
5015,Amazon,1185732,2021-11-06,Midwest,Ohio,Columbus,Women's Street Footwear,50,525,262500,105000,Online
5016,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35,200,70000,21000,Online
5017,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,300,150000,52500,In-store
5018,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Men's Street Footwear,50,850,425000,212500,In-store
5019,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,400,220000,99000,In-store
5020,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Street Footwear,60,650,390000,175500,In-store
5021,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,210000,73500,In-store
5022,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000,In-store
5023,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,In-store
5024,Foot Locker,1185732,2021-12-06,Midwest,Nebraska,Omaha,Men's Apparel,42,6,252,120.96,Online
5025,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Women's Apparel,50,163,8150,3015.5,Online
5026,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Apparel,65,450,292500,117000,In-store
5027,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Apparel,60,300,180000,63000,In-store
5028,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,In-store
5029,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Women's Street Footwear,38,131,4978,2240.1,Online
5030,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,140,5320,2500.4,Online
5031,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Men's Athletic Footwear,42,168,7056,2892.96,Online
5032,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Men's Street Footwear,46,247,11362,7158.06,Online
5033,Foot Locker,1185732,2021-12-06,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,247500,99000,Outlet
5034,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Women's Apparel,55,325,178750,71500,Online
5035,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,78750,27562.5,Online
5036,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,175,61250,18375,Online
5037,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Women's Apparel,50,94,4700,2491,Online
5038,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Men's Apparel,41,51,2091,940.95,Online
5039,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,32,49,1568,705.6,Online
5040,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,54,1728,743.04,Online
5041,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,70,2730,1092,Online
5042,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45,500,225000,78750,Online
5043,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Men's Apparel,49,135,6615,2910.6,Online
5044,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Street Footwear,50,325,162500,56875,In-store
5045,Foot Locker,1185732,2021-12-06,Midwest,Nebraska,Omaha,Men's Apparel,45,25,11250,3937.5,Outlet
5046,Kohl's,1185732,2021-12-06,West,Wyoming,Cheyenne,Women's Apparel,55,650,357500,89375,In-store
5047,Foot Locker,1185732,2021-12-06,Midwest,Illinois,Chicago,Men's Street Footwear,47,144,6768,3722.4,Online
5048,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Street Footwear,58,163,9454,5483.32,Online
5049,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Athletic Footwear,53,116,6148,3627.32,Online
5050,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Apparel,49,158,7742,3483.9,Outlet
5051,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Apparel,44,105,4620,1894.2,Outlet
5052,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Athletic Footwear,38,102,3876,1550.4,Outlet
5053,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Street Footwear,35,104,3640,1419.6,Outlet
5054,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Athletic Footwear,44,120,5280,2640,Outlet
5055,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Street Footwear,47,195,9165,4490.85,Outlet
5056,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Street Footwear,45,81,3645,1713.15,Online
5057,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Athletic Footwear,47,90,4230,1903.5,Online
5058,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Men's Apparel,58,81,4698,2349,Online
5059,Amazon,1185732,2021-12-06,Northeast,Vermont,Burlington,Women's Apparel,62,117,7254,3772.08,Online
5060,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,41,135,5535,2546.1,Online
5061,Foot Locker,1185732,2021-12-06,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40,250,100000,30000,Online
5062,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,51,72,3672,1762.56,Online
5063,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,400,200000,80000,Online
5064,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55,525,288750,101062.5,Online
5065,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,525,288750,115500,Online
5066,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,67,150,10050,3517.5,Online
5067,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49,120,5880,2998.8,Online
5068,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50,675,337500,135000,Online
5069,Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,200,100000,35000,Outlet
5070,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,53,190,10070,3222.4,Outlet
5071,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,55,275,151250,52937.5,Online
5072,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,33,132,4356,1873.08,Outlet
5073,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39,158,6162,2341.56,Outlet
5074,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,42,94,3948,1539.72,Outlet
5075,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,35,203,7105,3055.15,Outlet
5076,Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,60,2760,1324.8,Online
5077,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,52,142,7384,3544.32,Online
5078,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,54,147,7938,4048.38,Online
5079,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,46,176,8096,4290.88,Online
5080,Foot Locker,1185732,2021-06-13,Midwest,Nebraska,Omaha,Women's Apparel,34,39,1326,822.12,Online
5081,Foot Locker,1185732,2021-06-13,Midwest,Nebraska,Omaha,Women's Apparel,35,150,52500,26250,Outlet
5082,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,41,163,6683,2940.52,Outlet
5083,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,70,575,402500,100625,Online
5084,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Street Footwear,37,81,2997,1378.62,Online
5085,Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,37,68,2516,1132.2,Online
5086,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,38,80,3040,1368,Online
5087,Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,90000,31500,Outlet
5088,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,32,94,3008,1443.84,Online
5089,Foot Locker,1185732,2021-06-14,Midwest,Nebraska,Omaha,Men's Street Footwear,44,118,5192,2803.68,Online
5090,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Apparel,54,83,4482,2151.36,Online
5091,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Street Footwear,40,575,230000,80500,Online
5092,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Apparel,60,450,270000,94500,Online
5093,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Apparel,55,275,151250,52937.5,Online
5094,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,40,275,110000,38500,Online
5095,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Street Footwear,40,300,120000,42000,Online
5096,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Apparel,58,117,6786,3325.14,Online
5097,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,35,325,113750,39812.5,Online
